Sat Feb 10 04:07:42 2024    profile_result.prof

         475501 function calls (461770 primitive calls) in 1.836 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\queues.py:306(_init)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\packaging\__about__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:4555(FollowedBy)
        6    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:5456(postParse)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\headerregistry.py:468(ContentTypeHeader)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\case.py:1446(_SubTest)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\pyparsing\results.py:473(_asStringList)
        4    0.000    0.000    0.000    0.000 C:\Python311\Lib\logging\__init__.py:202(_checkLevel)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\interactiveshell.py:735(init_encoding)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\asyncio\events.py:682(set_event_loop)
        6    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\dateutil\parser\_parser.py:402(has_year)
        1    0.000    0.000    0.000    0.000 {built-in method setAutoExpandDelay}
        1    0.000    0.000    0.000    0.000 {built-in method setSelectionBehavior}
        2    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.get_asyncgen_hooks}
        3    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\locks.py:198(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_distutils\log.py:15(Log)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\headerregistry.py:504(ContentTransferEncodingHeader)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:517(AddrSpec)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\suite.py:16(BaseTestSuite)
        6    0.000    0.000    0.000    0.000 C:\Python311\Lib\abc.py:7(abstractmethod)
        9    0.000    0.000    0.000    0.000 C:\Python311\Lib\typing.py:1015(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Python311\Lib\typing.py:1812(<genexpr>)
       15    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\pyparsing\core.py:772(postParse)
        6    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\pyparsing\results.py:14(__init__)
        8    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\magic.py:131(validate_type)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\interactiveshell.py:1916(set_custom_exc)
        2    0.000    0.000    0.000    0.000 {built-in method setCaretLineBackgroundColor}
        1    0.000    0.000    0.000    0.000 {built-in method setMargin}
        4    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        2    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\more_itertools\more.py:3399(callback_iter)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:483(suppress_warning)
        5    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\results.py:434(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\discovery.py:179(ModuleFinder)
        5    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\config\_apply_pyprojecttoml.py:290(_some_attrgetter)
       10    0.000    0.000    0.000    0.000 C:\Python311\Lib\enum.py:230(__init__)
        6    0.000    0.000    0.000    0.000 C:\Python311\Lib\typing.py:1814(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\platform.py:929(release)
        5    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\pyparsing\results.py:262(haskeys)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\history.py:186(_db_changed)
        1    0.000    0.000    0.000    0.000 {built-in method setDockOptions}
        1    0.000    0.000    0.000    0.000 {built-in method font}
        1    0.000    0.000    0.000    0.000 {built-in method setFrameStyle}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\debugger.py:19(DebugpyMessageQueue)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\more_itertools\more.py:3795(countable)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\config\_apply_pyprojecttoml.py:345(_WouldIgnoreField)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\case.py:1388(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\debugger.py:99(DebugpyClient)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\packaging\requirements.py:67(<lambda>)
       13    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:2429(subclass_init)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\utils\coloransi.py:135(__init__)
        1    0.000    0.000    0.000    0.000 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\functions\Resource.py:426(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method setAlignment}
        1    0.000    0.000    0.000    0.000 {built-in method setSelectionMode}
        5    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\configparser.py:1210(ConfigParser)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\results.py:473(_asStringList)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:2472(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3405(GoToColumn)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:385(NameAddr)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\loader.py:77(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\suite.py:92(TestSuite)
       10    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\_distutils_hack\__init__.py:96(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\contextlib.py:457(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\importlib\machinery.py:18(all_suffixes)
        4    0.000    0.000    0.000    0.000 C:\Python311\Lib\logging\__init__.py:795(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\events.py:44(register)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\builtin_trap.py:65(remove_builtin)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\events.py:41(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\magics\script.py:98(_script_magics_default)
        1    0.000    0.000    0.000    0.000 {built-in method setAutoIndent}
        6    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_distutils\version.py:45(Version)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\__init__.py:96(Command)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\extern\__init__.py:64(install)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:2220(_PendingSkip)
        6    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3940(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3241(CharsNotIn)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\headerregistry.py:104(Group)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\headerregistry.py:490(ContentDispositionHeader)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:556(DisplayName)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\sysconfig.py:718(get_platform)
       12    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:2387(subclass_init)
       11    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:2690(subclass_init)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\qtconsole\base_frontend_mixin.py:18(kernel_client)
        2    0.000    0.000    0.000    0.000 {method 'GetRenderWindow' of 'vtkmodules.vtkRenderingCore.vtkRenderWindowInteractor' objects}
        1    0.000    0.000    0.000    0.000 {built-in method setWordWrap}
        1    0.000    0.000    0.000    0.000 {built-in method setCurrentIndex}
        1    0.000    0.000    0.000    0.000 {built-in method setVerticalSpacing}
       11    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_distutils\command\bdist.py:25(ListCompat)
        6    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3941(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:2524(CloseMatch)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\config\pyprojecttoml.py:474(_InvalidFile)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\headerregistry.py:439(ParameterizedMIMEHeader)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:224(QuotedString)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\depends.py:17(Require)
        1    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\platform\asyncio.py:307(AsyncIOLoop)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\typing.py:913(_is_typevar_like)
       10    0.000    0.000    0.000    0.000 C:\Python311\Lib\enum.py:1125(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\inspect.py:729(getmro)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\logging\__init__.py:1273(append)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\win32mica\__init__.py:82(AccentPolicy)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\win32mica\__init__.py:97(_MARGINS)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\magic.py:85(magics_class)
        2    0.000    0.000    0.000    0.000 {built-in method setToolButtonStyle}
        1    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        9    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\extension.py:30(Extension)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\results.py:11(_ParseResultsWithOffset)
        6    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:5602(postParse)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\packaging\requirements.py:87(Requirement)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:2299(Literal)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:5430(Group)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\config\pyprojecttoml.py:430(_EnsurePackagesDiscovered)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\depends.py:161(_update_globals)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:364(Group)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\runner.py:161(TextTestRunner)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\iostream.py:260(__setattr__)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\__init__.py:2697(version)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\subprocess.py:1399(<setcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:1419(cross_validation_lock)
        6    0.000    0.000    0.000    0.000 C:\Python311\Lib\asyncio\base_events.py:693(is_running)
        4    0.000    0.000    0.000    0.000 C:\Python311\Lib\asyncio\windows_events.py:423(_check_closed)
        3    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\ioloop.py:337(configurable_base)
        1    0.000    0.000    0.000    0.000 {built-in method pixelMetric}
        3    0.000    0.000    0.000    0.000 {built-in method devicePixelRatio}
        2    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _hashlib.compare_digest}
        1    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\queues.py:349(PriorityQueue)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\configparser.py:168(Error)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\more_itertools\more.py:2562(seekable)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\packaging\markers.py:55(Node)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\actions.py:7(OnlyOnce)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:657(Parameter)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:493(Domain)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\discovery.py:173(PEP420PackageFinder)
        1    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\platform\asyncio.py:283(AsyncIOMainLoop)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\iostream.py:242(BackgroundSocket)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\_distutils_hack\__init__.py:214(insert_shim)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\contextlib.py:451(_create_cb_wrapper)
        4    0.000    0.000    0.000    0.000 C:\Python311\Lib\typing.py:2835(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\subprocess.py:223(Detach)
        3    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:2562(validate)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\autocall.py:39(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\jupyter_client\session.py:1084(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\eventloops.py:17(_use_appnope)
        2    0.000    0.000    0.000    0.000 {built-in method setCaretForegroundColor}
        1    0.000    0.000    0.000    0.000 {built-in method setWindowOpacity}
        1    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        8    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        5    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\extern\__init__.py:54(exec_module)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\displayhook.py:15(ZMQDisplayHook)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\util.py:125(LRUMemo)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3543(WordStart)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:2261(Token)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\packaging\_musllinux.py:71(_MuslVersion)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:182(WhiteSpaceTokenList)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\headerregistry.py:562(HeaderRegistry)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:308(Address)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:634(DomainLiteral)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\runner.py:14(_WritelnDecorator)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\mock.py:283(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\subprocess.py:1235(_remaining_time)
        1    0.000    0.000    0.000    0.000 c:\Users\Administrator\.vscode\extensions\ms-python.python-2022.20.2\pythonFiles\lib\python\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_net_command_factory_json.py:421(make_process_created_message)
        2    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:1115(observe_compat)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\interactiveshell.py:801(init_prompts)
        4    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\inprocess\channels.py:26(start)
        6    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\dateutil\parser\_parser.py:186(__iter__)
        2    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\locks.py:212(set)
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\gen.py:282(Return)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\compiler.py:53(XCachingCompiler)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\more_itertools\more.py:850(bucket)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\more_itertools\more.py:2267(islice_extended)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3532(parseImpl)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3569(WordEnd)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3933(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:2284(NoMatch)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\results.py:247(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\packaging\_manylinux.py:130(_GLibCVersion)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:598(LocalPart)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:482(InvalidMailbox)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\jaraco\context.py:128(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\mock.py:281(_SentinelObject)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\imp.py:134(_HackedGetData)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\_distutils_hack\__init__.py:218(remove_shim)
        4    0.000    0.000    0.000    0.000 C:\Python311\Lib\enum.py:1163(_missing_)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\pathlib.py:515(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\jaraco\text\__init__.py:526(_nonblank)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\jaraco\text\__init__.py:554(drop_comment)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\pyparsing\core.py:3532(parseImpl)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\interactiveshell.py:1138(_set_call_pdb)
        4    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\jupyter_client\session.py:992(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method setDefaultColor}
        1    0.000    0.000    0.000    0.000 {built-in method setIndentationsUseTabs}
        2    0.000    0.000    0.000    0.000 {built-in method setMarginsForegroundColor}
        1    0.000    0.000    0.000    0.000 {built-in method setForegroundRole}
        4    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        4    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        3    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        4    0.000    0.000    0.000    0.000 {built-in method _asyncio._get_running_loop}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\locks.py:467(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\ipkernel.py:562(Kernel)
        1    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\gen.py:678(_NullFuture)
        1    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\locks.py:31(_TimeoutGarbageCollector)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_distutils\command\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\configparser.py:360(Interpolation)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\exceptions.py:256(RecursiveGrammarException)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3954(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3436(LineStart)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:5467(Dict)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:333(MailboxList)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:347(GroupList)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:251(BareQuotedString)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:913(WhiteSpaceTerminal)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\mock.py:2473(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\imp.py:115(NullImporter)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\functools.py:972(__set_name__)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\enum.py:1354(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\threading.py:1590(main_thread)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\packaging\version.py:393(_parse_letter_version)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\logging\__init__.py:1319(disable)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:694(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\events.py:74(trigger)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\asyncio\base_events.py:652(stop)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\zmqshell.py:445(_default_banner1)
        1    0.000    0.000    0.000    0.000 {built-in method setAutoCompletionCaseSensitivity}
        1    0.000    0.000    0.000    0.000 {built-in method setMargins}
        2    0.000    0.000    0.000    0.000 {method 'SetBackground2' of 'vtkmodules.vtkRenderingCore.vtkViewport' objects}
        6    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.GetStdHandle}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\more_itertools\more.py:1481(UnequalIterablesError)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\more_itertools\more.py:3071(time_limited)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\util.py:81(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:130(BasicMultilingualPlane)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:136(Latin1)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:235(Kanji)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:293(Thai)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3775(_ErrorStop)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3932(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:3483(LineEnd)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:4443(_Indent)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:706(Value)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:807(ParameterizedHeaderValue)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:690(Attribute)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\email\_header_value_parser.py:923(ValueTerminal)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\case.py:25(SkipTest)
